Ind;fameff;bloc;PU;rg;n;fam;trait;oid4_09;oid5_10;oid5_11;oid4_12;gel_13;oid2_13;oid_16;oid_17;pgland;date_em;Hfin09;Hfin10;Hfin11;Hfin12;Hdeb14;Hdeb15;Hdeb16;Hdeb17;diam16;an_mort;H09v;H10v;H11v;H12v;H14v;H15v;H16v;H17v;exp;oid_moy;survie2017
C2D10;27;3;2;4;10;27;renf;65;39.2;68;22.5;0;50;95;15;6.8;135;26;32;33;31.5;35;43;43;10;9;vivant;26;32;33;31.5;35;43;43;10;exp;48.94;1
C2D11;27;3;2;4;11;27;renf;50;34.04;47;5.5;1;50;;;4.5;153;20;22;27;28;3;10;0;0;;2016;20;22;27;28;3;10;;;exp;37.308;0
C2D12;48;3;2;4;12;48;renf;;;;;;;;;1.3;;;;;;;;;;;g;;;;;;;;;exp;;
C2D13;48;3;2;4;13;48;renf;;;;;;;;;4.1;;;;;;;;;;;g;;;;;;;;;exp;;
C2D14;77;3;2;4;14;77;renf;35;48.475;48;37;0;25;90;20;4.5;135;18;25;32.5;37;37;50;53;53;18;vivant;18;25;32.5;37;37;50;53;53;exp;38.695;1
C2D15;1;3;2;4;15;1;renf;65;54.9375;30;16;1;50;90;;6.4;224;10;18;21;24;5;8;2;0;8.3;2017;10;18;21;24;5;8;2;;exp;43.1875;0
C2D16;71;3;2;4;16;71;renf;;;;;;;;;5.4;;;;;;;;;;;g;;;;;;;;;exp;;
C2D17;1;3;2;4;17;1;renf;15;35.4;75;3;0;5;85;8;5;153;10;14;19;19;22;22;21;11;7.5;vivant;10;14;19;19;22;22;21;11;exp;26.68;1
C2D18;76;3;2;4;18;76;renf;40;36.325;65;64.5;0;25;75;3;5;135;19;26;15.5;16;4;9;8;12;2.5;vivant;19;26;15.5;16;4;9;8;12;exp;46.165;1
C2D19;74;3;2;4;19;74;renf;;;;;;;;;1.9;;;;;;;;;;;g;;;;;;;;;exp;;
C2D2;71;3;2;4;2;71;renf;70;45.925;60;55;0;50;;;5;135;14.5;23;33.5;36.5;0;0;0;0;;2014;14.5;23;33.5;36.5;;;;;exp;56.185;0
C2D20;1;3;2;4;20;1;renf;2;20.79375;;;;;;;5.1;186;5;6;0;0;0;0;0;0;;2011;5;6;;;;;;;exp;;0
C2D21;75;3;2;4;21;75;renf;50;50.1625;52;25;1;25;75;15;4.5;153;30.5;42;48.5;61.5;68;78;84;87;25.6;vivant;30.5;42;48.5;61.5;68;78;84;87;exp;40.4325;1
C2D22;9;3;2;4;22;9;renf;;;;;;;;;2.3;;;;;;;;;;;g;;;;;;;;;exp;;
C2D23;9;3;2;4;23;9;renf;;;;;;;;;1.8;;;;;;;;;;;g;;;;;;;;;exp;;
C2D24;71;3;2;4;24;71;renf;65;31.6;44;17.5;1;25;80;10;7.3;135;20;30;41.5;49;51;7;10;7;13.4;vivant;20;30;41.5;49;51;7;10;7;exp;36.62;1
C2D25;1;3;2;4;25;1;renf;;;;;;;;;6.3;;;;;;;;;;;g;;;;;;;;;exp;;
C2D26;48;3;2;4;26;48;renf;;;;;;;;;2.4;;;;;;;;;;;g;;;;;;;;;exp;;
C2D27;11;3;2;4;27;11;renf;8;44.7;52;15;1;25;;;6.6;168;11;31;39;40.5;0;0;0;0;;2014;11;31;39;40.5;;;;;exp;28.94;0
C2D28;76;3;2;4;28;76;renf;5;24;70;0;1;25;85;10;5.8;153;7.5;6;18.5;22.5;10;19;23;20;4.7;vivant;7.5;6;18.5;22.5;10;19;23;20;exp;24.8;1
C2D29;74;3;2;4;29;74;renf;3;29.6;53;12;1;25;;;3.8;168;4;9;14;16;5;0;0;0;;2015;4;9;14;16;5;;;;exp;24.52;0
C2D3;9;3;2;4;3;9;renf;50;27.8;31;30;1;50;;;3.8;153;21;20;23;28;20;4;0;0;;2016;21;20;23;28;20;4;;;exp;37.76;0
C2D30;11;3;2;4;30;11;renf;;;;;;;;;3.9;;;;;;;;;;;g;;;;;;;;;exp;;
C2D31;48;3;2;4;31;48;renf;30;37.3;68;3;1;25;90;3;4;135;13;21;33;33.5;34;35;25;25;8.8;vivant;13;21;33;33.5;34;35;25;25;exp;32.66;1
C2D32;11;3;2;4;32;11;renf;25;45.6;57;13.5;1;25;;;6.5;168;14;31;33;39;22;8;0;0;;2016;14;31;33;39;22;8;;;exp;33.22;0
C2D33;51;3;2;4;33;51;renf;;;;;;;;;5.7;;;;;;;;;;;g;;;;;;;;;exp;;
C2D34;70;3;2;4;34;70;renf;50;40.8;65;15;0;25;95;20;5.2;168;10.5;17;29.5;31;22;16;28;27;2.5;vivant;10.5;17;29.5;31;22;16;28;27;exp;39.16;1
C2D35;72;3;2;4;35;72;renf;35;33.5;78;9.5;0;0;95;15;4.3;135;22;22;29;36;27;21;28;31;7.2;vivant;22;22;29;36;27;21;28;31;exp;31.2;1
C2D36;73;3;2;4;36;73;renf;60;31.5;73;38;1;50;;;4.9;135;23;23;26.5;27;3;0;0;0;;2015;23;23;26.5;27;3;;;;exp;50.5;0
C2D37;75;3;2;4;37;75;renf;20;26.6125;19;22.5;1;50;95;15;2.3;153;10;17;29.5;33.5;17;24;27;29;3.7;vivant;10;17;29.5;33.5;17;24;27;29;exp;27.6225;1
C2D38;71;3;2;4;38;71;renf;60;36;68;33;1;25;90;8;6.8;135;20;22;35;40;43;45;45;31;9.3;vivant;20;22;35;40;43;45;45;31;exp;44.4;1
C2D4;70;3;2;4;4;70;renf;75;41.1;88;27.5;0;25;90;10;5;135;13;23;29;30;25;28;28;14;7.7;vivant;13;23;29;30;25;28;28;14;exp;51.32;1
C2D5;77;3;2;4;5;77;renf;40;40.5;70;40;0;5;95;20;4.9;135;17.5;23;29;34.5;43;50;51;51;9.8;vivant;17.5;23;29;34.5;43;50;51;51;exp;39.1;1
C2D6;9;3;2;4;6;9;renf;;;;;;;;;1.5;;;;;;;;;;;g;;;;;;;;;exp;;
C2D7;51;3;2;4;7;51;renf;40;52.525;60;42.5;1;50;95;15;9.1;135;25;30;35;36.5;41;50;51;28;14.6;vivant;25;30;35;36.5;41;50;51;28;exp;49.005;1
C2D8;72;3;2;4;8;72;renf;;;;;;;;;5.4;;;;;;;;;;;g;;;;;;;;;exp;;
C2D9;27;3;2;4;9;27;renf;50;29.7;26;25.5;1;50;;;4.4;224;14.5;20;22;32;0;0;0;0;;2014;14.5;20;22;32;;;;;exp;36.24;0
C2E10;74;3;2;5;10;74;renf;;;;;;;;;4.6;;;;;;;;;;;g;;;;;;;;;exp;;
C2E11;72;3;2;5;11;72;renf;50;24.295;68;7;0;25;100;15;4.6;168;26;21;30.5;38;43;44;42;10;10.4;vivant;26;21;30.5;38;43;44;42;10;exp;34.859;1
C2E12;76;3;2;5;12;76;renf;;;;;;;;;1.8;;;;;;;;;;;g;;;;;;;;;exp;;
C2E13;51;3;2;5;13;51;renf;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;exp;;
C2E14;11;3;2;5;14;11;renf;65;64;88;11;0;25;;;3.8;135;18;16;23;23;2;0;0;0;;2015;18;16;23;23;2;;;;exp;50.6;0
C2E15;73;3;2;5;15;73;renf;;;;;;;;;3;;;;;;;;;;;g;;;;;;;;;exp;;
C2E16;70;3;2;5;16;70;renf;30;43.475;58;13.5;0;25;90;15;4.7;224;13;20;29.5;36.5;40;48;51;61;11.1;vivant;13;20;29.5;36.5;40;48;51;61;exp;33.995;1
C2E17;72;3;2;5;17;72;renf;80;;;;;;;;6.1;269;6;0;0;0;0;0;0;0;;2010;6;;;;;;;;exp;;0
C2E18;45;3;2;5;18;45;renf;75;33.5;63;13.5;1;50;90;10;7.8;224;7;20;27.5;28;22;25;26;14;4.8;vivant;7;20;27.5;28;22;25;26;14;exp;47;1
C2E19;74;3;2;5;19;74;renf;;;;;;;;;2.2;;;;;;;;;;;g;;;;;;;;;exp;;
C2E2;73;3;2;5;2;73;renf;25;49.8875;55;45;1;50;95;80;5.5;135;20;36;51;57.5;66;68;67;67;18.4;vivant;20;36;51;57.5;66;68;67;67;exp;44.9775;1
C2E20;11;3;2;5;20;11;renf;75;42.2;51;20;1;50;;;5.8;186;20;27;36.5;44.5;3;5;0;0;;2016;20;27;36.5;44.5;3;5;;;exp;47.64;0
C2E21;48;3;2;5;21;48;renf;;;;;;;;;3.9;;;;;;;;;;;g;;;;;;;;;exp;;
C2E22;75;3;2;5;22;75;renf;50;52.025;59;95;0;50;;;4.7;153;18;18;20;18.5;0;0;0;0;;2014;18;18;20;18.5;;;;;exp;61.205;0
C2E23;73;3;2;5;23;73;renf;50;42.2;53;30;1;50;100;0;3.9;153;17.5;18;27;29;15;11;14;6;2.8;vivant;17.5;18;27;29;15;11;14;6;exp;45.04;1
C2E24;71;3;2;5;24;71;renf;75;47.3;70;23;0;25;100;5;5.2;153;24.5;26;26;27.5;15;13;16;7;2.8;vivant;24.5;26;26;27.5;15;13;16;7;exp;48.06;1
C2E25;1;3;2;5;25;1;renf;25;44.125;44;15;0;25;85;10;6;153;23;29;44.5;53.5;58;66;70;74;14.4;vivant;23;29;44.5;53.5;58;66;70;74;exp;30.625;1
C2E26;72;3;2;5;26;72;renf;70;46.6;30;95;0;25;;;5.5;224;15;22;10;17.5;3;0;0;0;;2015;15;22;10;17.5;3;;;;exp;53.32;0
C2E27;76;3;2;5;27;76;renf;40;44.9;58;25;0;0;95;10;5.9;168;22.5;28;42;46;56;62;64;58;12.7;vivant;22.5;28;42;46;56;62;64;58;exp;33.58;1
C2E28;51;3;2;5;28;51;renf;50;45.6125;63;15;0;5;90;25;7;186;26.5;25;32.5;44.5;48;64;69;71;9.1;vivant;26.5;25;32.5;44.5;48;64;69;71;exp;35.7225;1
C2E29;72;3;2;5;29;72;renf;50;52;65;13.5;0;25;100;3;3.4;186;15;17;22.5;41;44;51;47;2;10.1;vivant;15;17;22.5;41;44;51;47;2;exp;41.1;1
C2E3;73;3;2;5;3;73;renf;25;26.6125;44;34.5;1;50;95;45;4.4;135;16;21;28;39.5;32;32;35;35;10.6;vivant;16;21;28;39.5;32;32;35;35;exp;36.0225;1
C2E30;72;3;2;5;30;72;renf;50;48.2;60;11;0;0;95;20;4.8;135;22;33;43.5;50;48;48;48;49;11;vivant;22;33;43.5;50;48;48;48;49;exp;33.84;1
C2E31;48;3;2;5;31;48;renf;;;;;;;;;4.1;;;;;;;;;;;g;;;;;;;;;exp;;
C2E32;73;3;2;5;32;73;renf;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;exp;;
C2E33;75;3;2;5;33;75;renf;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;exp;;
C2E34;45;3;2;5;34;45;renf;60;34.925;36;11;1;25;80;;5.4;135;14.5;22;33.5;37.5;11;9;8;0;1.3;2017;14.5;22;33.5;37.5;11;9;8;;exp;33.385;0
C2E35;70;3;2;5;35;70;renf;50;35.4;60;15;0;25;85;;3.6;135;16;18;28;31.5;13;7;7;0;1.4;2017;16;18;28;31.5;13;7;7;;exp;37.08;0
C2E36;48;3;2;5;36;48;renf;50;46.45;32;13.5;0;25;90;10;2.8;135;10;17;21.5;26;15;27;31;34;3.9;vivant;10;17;21.5;26;15;27;31;34;exp;33.39;1
C2E37;70;3;2;5;37;70;renf;65;35.6;65;32;0;25;50;10;5.7;224;18.5;25;27.5;29;22;7;10;15;1.8;vivant;18.5;25;27.5;29;22;7;10;15;exp;44.52;1
C2E38;9;3;2;5;38;9;renf;;;;;;;;;1.6;;;;;;;;;;;g;;;;;;;;;exp;;
C2E4;75;3;2;5;4;75;renf;65;54.1625;50;25;1;50;;;3.5;135;12;22;26;34.5;0;0;0;0;;2014;12;22;26;34.5;;;;;exp;48.8325;0
C2E5;72;3;2;5;5;72;renf;90;21.375;88;15;0;25;;;4;224;8;10;7;8.5;3;5;5;0;2.5;2017;8;10;7;8.5;3;5;5;;exp;47.875;0
C2E6;77;3;2;5;6;77;renf;;;;;;;;;2.2;;;;;;;;;;;g;;;;;;;;;exp;;
C2E7;73;3;2;5;7;73;renf;35;36;95;6;0;50;100;0;2.8;153;8;8;11.5;13;9;5;5;2;4.7;vivant;8;8;11.5;13;9;5;5;2;exp;44.4;1
C2E8;11;3;2;5;8;11;renf;;;;;;;;;2.2;;;;;;;;;;;g;;;;;;;;;exp;;
C2E9;77;3;2;5;9;77;renf;;;;;;;;;3.5;;;;;;;;;;;g;;;;;;;;;exp;;
C2H10;74;3;2;8;10;74;renf;;;;;;;;;4.2;;;;;;;;;;;g;;;;;;;;;exp;;
C2H13;72;3;2;8;13;72;renf;;;;;;;;;2.2;;;;;;;;;;;g;;;;;;;;;exp;;
C2H14;76;3;2;8;14;76;renf;10;32;88;95;0;0;;;2.8;135;7;11;10;11;0;0;0;0;;2014;7;11;10;11;;;;;exp;45;0
C2H15;76;3;2;8;15;76;renf;15;37.5;88;80;0;25;100;4;4.2;153;19;27;29.5;30;32;10;16;16;8.3;vivant;19;27;29.5;30;32;10;16;16;exp;49.1;1
C2H16;76;3;2;8;16;76;renf;10;40;83;55;0;25;100;;4.4;153;10;23;24.5;27.5;29;7;9;0;7;2017;10;23;24.5;27.5;29;7;9;;exp;42.6;0
C2H17;71;3;2;8;17;73;renf;15;37.0625;39;3;1;50;100;5;4.5;135;17;39;45;46;45;56;19;18;8.9;vivant;17;39;45;46;45;56;19;18;exp;28.8125;1
C2H18;71;3;2;8;18;71;renf;10;52.4;44;0;1;50;100;;7.7;153;19.5;24;43;38;10;19;15;0;12.7;2017;19.5;24;43;38;10;19;15;;exp;31.28;0
C2H19;72;3;2;8;19;72;renf;;;;;;;;;3.6;186;0;0;0;0;0;0;0;0;;2009;;;;;;;;;exp;;0
C2H2;72;3;2;8;2;72;renf;50;55;58;24;0;25;90;15;5.4;168;16;31;49;55;59;63;65;53;17.4;vivant;16;31;49;55;59;63;65;53;exp;42.4;1
C2H20;71;3;2;8;20;71;renf;20;54.84375;83;5.5;1;50;;;5.9;153;14.5;25;20.5;21.5;8;0;0;0;;2015;14.5;25;20.5;21.5;8;;;;exp;42.66875;0
C2H21;72;3;2;8;21;72;renf;35;40;68;63;0;5;90;0;5;168;19;22;31;32;6;10;8;5;6.9;vivant;19;22;31;32;6;10;8;5;exp;42.2;1
C2H22;27;3;2;8;22;27;renf;30;45.25;33;20.5;1;50;;;4.8;224;11.5;15;18;18.5;6;4;0;0;;2016;11.5;15;18;18.5;6;4;;;exp;35.75;0
C2H23;11;3;2;8;23;11;renf;;;;;;;;;1.8;;;;;;;;;;;g;;;;;;;;;exp;;
C2H24;77;3;2;8;24;77;renf;;;;;;;;;3.6;;;;;;;;;;;g;;;;;;;;;exp;;
C2H25;76;3;2;8;25;76;renf;8;40.5;73;30;0;0;85;3;5.5;135;26;29;41.5;45;50;30;26;31;3.3;vivant;26;29;41.5;45;50;30;26;31;exp;30.3;1
C2H26;45;3;2;8;26;45;renf;;;;;;;;;4.6;;;;;;;;;;;g;;;;;;;;;exp;;
C2H27;73;3;2;8;27;73;renf;0;40.625;63;15;1;50;100;4;4;168;9;28;32;43;11;15;14;15;7.8;vivant;9;28;32;43;11;15;14;15;exp;33.725;1
C2H28;48;3;2;8;28;48;renf;30;33.5;53;13.5;0;0;80;;3.8;135;14;24;25.5;30;14;4;5;0;2;2017;14;24;25.5;30;14;4;5;;exp;26;0
C2H29;1;3;2;8;29;1;renf;;;;;;;;;6.3;;;;;;;;;;;g;;;;;;;;;exp;;
C2H3;71;3;2;8;3;71;renf;;;;;;;;;3.6;;;;;;;;;;;g;;;;;;;;;exp;;
C2H30;1;3;2;8;30;1;renf;15;;73;0;0;5;;;4.3;153;12.5;23;23;25;14;0;0;0;;2015;12.5;23;23;25;14;;;;exp;;0
C2H31;27;3;2;8;31;27;renf;10;42;42;11;1;50;;;4.8;135;19;26;31;35;7;0;0;0;;2015;19;26;31;35;7;;;;exp;31;0
C2H32;73;3;2;8;32;73;renf;15;41.2;68;11;0;0;;;3.3;135;16.5;27;29;29;8;4;0;0;;2016;16.5;27;29;29;8;4;;;exp;27.04;0
C2H33;70;3;2;8;33;70;renf;40;46.9375;53;19.5;1;50;80;10;5.3;186;29;33;35.5;41;17;30;35;3;2.6;vivant;29;33;35.5;41;17;30;35;3;exp;41.8875;1
C2H34;72;3;2;8;34;72;renf;30;44.425;58;19.5;0;25;;;5;168;26;46;53;57;47;0;0;0;;2015;26;46;53;57;47;;;;exp;35.385;0
C2H35;72;3;2;8;35;72;renf;;;;;;;;;4.1;;;;;;;;;;;g;;;;;;;;;exp;;
C2H36;75;3;2;8;36;75;renf;35;46;68;62;1;50;80;40;3.8;135;19;33;39;38.5;38;12;12;6;1;vivant;19;33;39;38.5;38;12;12;6;exp;52.2;1
C2H37;70;3;2;8;37;70;renf;15;52.5;73;6;0;0;70;40;3.1;168;15.5;28;36;39;36;35;38;40;10.1;vivant;15.5;28;36;39;36;35;38;40;exp;29.3;1
C2H38;72;3;2;8;38;72;renf;;35;88;3;0;0;100;;5.3;269;3;13;11;16;12;7;9;0;1.4;2017;3;13;11;16;12;7;9;;exp;;0
C2H4;76;3;2;8;4;76;renf;70;50.3125;83;80;0;25;100;45;4.2;153;25;29;26.5;28.5;26;21;24;27;7.3;vivant;25;29;26.5;28.5;26;21;24;27;exp;61.6625;1
C2H5;45;3;2;8;5;45;renf;35;25;67;16.5;1;50;90;;4.4;135;12.5;16;40;50;49;53;46;0;8.5;2017;12.5;16;40;50;49;53;46;;exp;38.7;0
C2I10;51;3;2;9;10;51;renf;15;35;40;11;1;50;90;10;7.6;153;31;47;55;57;58;54;55;64;15.6;vivant;31;47;55;57;58;54;55;64;exp;30.2;1
C2I11;48;3;2;9;11;48;renf;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;exp;;
C2I12;9;3;2;9;12;9;renf;15;28.75;58;70;1;50;90;20;3.8;168;14;15;18;32;34;36;11;14;10;vivant;14;15;18;32;34;36;11;14;exp;44.35;1
C2I13;48;3;2;9;13;48;renf;25;31.125;65;37;1;50;80;;3.3;135;22;25;31.5;34;25;16;8.7;0;4;2017;22;25;31.5;34;25;16;8.7;;exp;41.625;0
C2I14;71;3;2;9;14;71;renf;35;50.6;70;12;1;50;100;5;5.3;135;16;22;33;37;36;25;22;23;4.2;vivant;16;22;33;37;36;25;22;23;exp;43.52;1
C2I15;73;3;2;9;15;73;renf;10;27;27;16;1;25;80;2;4;135;13;38;46.5;64.5;68;74;75;62;14.8;vivant;13;38;46.5;64.5;68;74;75;62;exp;21;1
C2I16;27;3;2;9;16;27;renf;3;14;26;25;0;25;100;1;3;135;7;17;15;21;20;6;10;4;5.1;vivant;7;17;15;21;20;6;10;4;exp;18.6;1
C2I17;45;3;2;9;17;45;renf;;;;;;;;;7.2;153;5;0;0;0;0;0;0;0;;2010;5;;;;;;;;exp;;0
C2I18;1;3;2;9;18;1;renf;25;27.75;88;6;0;5;100;2;5.4;153;19;29;32.5;35;35;35;34;10;14.5;vivant;19;29;32.5;35;35;35;34;10;exp;30.35;1
C2I19;27;3;2;9;19;27;renf;20;33.4;78;22.5;1;50;95;20;4.7;153;17;27;37;39;30;11;13;13;8.3;vivant;17;27;37;39;30;11;13;13;exp;40.78;1
C2I2;74;3;2;9;2;74;renf;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;exp;;
C2I20;45;3;2;9;20;45;renf;20;43.75;73;13.5;1;25;90;40;6.9;168;24;51;55;57;57;60;65;16;7.8;vivant;24;51;55;57;57;60;65;16;exp;35.05;1
C2I21;11;3;2;9;21;11;renf;;;;;;;;;2;;;;;;;;;;;g;;;;;;;;;exp;;
C2I22;11;3;2;9;22;11;renf;;;;;;;;;2.3;;;;;;;;;;;g;;;;;;;;;exp;;
C2I23;1;3;2;9;23;1;renf;8;22.5;47;3;0;0;100;1;6.2;269;5;16;17;20;24;26;25;3;5.2;vivant;5;16;17;20;24;26;25;3;exp;16.1;1
C2I24;1;3;2;9;24;1;renf;20;36.0375;49;19.5;1;50;100;15;4.9;153;13;31;33;45.5;51;52;52;47;13.1;vivant;13;31;33;45.5;51;52;52;47;exp;34.9075;1
C2I25;73;3;2;9;25;73;renf;;;;;;;;;1.6;;;;;;;;;;;g;;;;;;;;;exp;;
C2I26;70;3;2;9;26;70;renf;8;48.25;73;36;0;0;95;2;4.7;135;18;44;52;54;56;55;52;17;17.4;vivant;18;44;52;54;56;55;52;17;exp;33.05;1
C2I27;45;3;2;9;27;45;renf;5;39.25;62;22;0;5;95;0;4.9;135;15.5;32;33.5;45;47;14;18;21;8.2;vivant;15.5;32;33.5;45;47;14;18;21;exp;26.65;1
C2I28;77;3;2;9;28;77;renf;10;28;88;33;0;25;;;4;153;11.5;23;28;29.5;10;0;0;0;;2015;11.5;23;28;29.5;10;;;;exp;36.8;0
C2I29;74;3;2;9;29;74;renf;;;;;;;;;2.2;;;;;;;;;;;g;;;;;;;;;exp;;
C2I3;77;3;2;9;3;77;renf;;;;;;;;;2.1;;;;;;;;;;;g;;;;;;;;;exp;;
C2I30;9;3;2;9;30;9;renf;40;38.575;88;0;0;25;;;3.6;224;15.5;17;14.5;16;10;0;0;0;;2015;15.5;17;14.5;16;10;;;;exp;38.315;0
C2I31;71;3;2;9;31;71;renf;25;48.8;57;12;0;25;85;4;6;153;22;36;37;44;47;50;45;35;10.7;vivant;22;36;37;44;47;50;45;35;exp;33.56;1
C2I32;71;3;2;9;32;71;renf;15;56.875;78;11;0;25;;;7.7;135;16;31;34;34.5;12;0;0;0;;2015;16;31;34;34.5;12;;;;exp;37.175;0
C2I33;73;3;2;9;33;73;renf;0;;;;;;;;4.8;186;5;0;0;0;0;0;0;0;;2010;5;;;;;;;;exp;;0
C2I34;45;3;2;9;34;45;renf;5;23.925;17;25;1;25;90;40;4.6;168;14.5;26;33.5;50.5;50;53;23;19;8.8;vivant;14.5;26;33.5;50.5;50;53;23;19;exp;19.185;1
C2I35;75;3;2;9;35;75;renf;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;exp;;
C2I36;45;3;2;9;36;45;renf;20;35.875;56;36;1;25;90;25;5.2;135;25;45;60.5;74;78;81;40;39;8.5;vivant;25;45;60.5;74;78;81;40;39;exp;34.575;1
C2I37;45;3;2;9;37;45;renf;3;41.875;68;17;0;25;70;35;5;186;10;24;26;28;31;14;19;28;3.3;vivant;10;24;26;28;31;14;19;28;exp;30.975;1
C2I38;73;3;2;9;38;73;renf;0;30.875;73;9;1;50;;;2.9;135;6.5;20;26;26.5;0;0;0;0;;2014;6.5;20;26;26.5;;;;;exp;32.575;0
C2I4;71;3;2;9;4;71;renf;35;41.775;63;26;0;5;100;;7.8;135;22;36;42.5;43;50;51;49;5;12.1;vivant;22;36;42.5;43;50;51;49;5;exp;34.155;1
C2I5;75;3;2;9;5;75;renf;;;;;;;;;2.1;;;;;;;;;;;g;;;;;;;;;exp;;
C2I6;70;3;2;9;6;70;renf;;;;;;;;;5.3;;;;;;;;;;;g;;;;;;;;;exp;;
C2I7;74;3;2;9;7;74;renf;;;;;;;;;1.5;;;;;;;;;;;g;;;;;;;;;exp;;
C2I8;11;3;2;9;8;11;renf;70;70.75;73;80;1;50;100;;5.5;153;17;28;37.5;42;9;9;5;0;1;2017;17;28;37.5;42;9;9;5;;exp;68.75;0
C2I9;72;3;2;9;9;72;renf;35;32.6;68;33;0;25;90;2;6.7;186;25;36;39;48;52;61;65;7;9.8;vivant;25;36;39;48;52;61;65;7;exp;38.72;1
C2J10;27;3;2;10;10;27;renf;15;30.25;67;44;;;100;;3.3;153;11.5;20;31.5;33;27;7;10;0;1.3;2017;11.5;20;31.5;33;27;7;10;;exp;;0
C2J11;77;3;2;10;11;77;renf;;;;;;;;;4;;;;;;;;;;;g;;;;;;;;;exp;;
C2J12;72;3;2;10;12;72;renf;35;45.375;60;78;1;25;95;5;4.5;168;18;19;26;42;35;40;35;11;8.4;vivant;18;19;26;42;35;40;35;11;exp;48.675;1
C2J13;48;3;2;10;13;48;renf;65;45;54;88;;;;;6.5;135;24;25;26;12;0;0;0;0;;2013;24;25;26;12;;;;;exp;;0
C2J14;9;3;2;10;14;9;renf;25;30;88;70;1;50;100;0;3.5;135;15;21;21;26;25;27;29;32;7.4;vivant;15;21;21;26;25;27;29;32;exp;52.6;1
C2J15;9;3;2;10;15;9;renf;15;32.5;42;11;1;50;85;10;3.1;135;16;24;24;26;28;33;34;42;9;vivant;16;24;24;26;28;33;34;42;exp;30.1;1
C2J16;48;3;2;10;16;48;renf;;;;;;;;;1.4;;;;;;;;;;;g;;;;;;;;;exp;;
C2J17;77;3;2;10;17;77;renf;;;;;;;;;1.3;;;;;;;;;;;g;;;;;;;;;exp;;
C2J18;75;3;2;10;18;75;renf;10;43.75;55;31;1;50;90;10;4.4;153;10;26;40.5;53;52;29;32;7;3.1;vivant;10;26;40.5;53;52;29;32;7;exp;37.95;1
C2J19;73;3;2;10;19;73;renf;8;28.125;50;11;1;50;85;5;4.9;135;16;26;40;44.5;49;41;41;46;6.2;vivant;16;26;40;44.5;49;41;41;46;exp;29.425;1
C2J2;51;3;2;10;2;51;renf;;;;;;;;;4.2;;;;;;;;;;;g;;;;;;;;;exp;;
C2J20;72;3;2;10;20;72;renf;20;18.825;73;7.5;0;0;100;0;3.5;153;20;23;29;31;24;27;19;22;6;vivant;20;23;29;31;24;27;19;22;exp;23.865;1
C2J21;70;3;2;10;21;70;renf;20;31.71875;70;40;0;0;85;25;5;224;16;25;26;34.5;39;44;45;50;9.9;vivant;16;25;26;34.5;39;44;45;50;exp;32.34375;1
C2J22;77;3;2;10;22;77;renf;15;;83;9;0;25;90;;3.8;168;14;20;20;20;21;15;15;0;6;2017;14;20;20;20;21;15;15;;exp;;0
C2J23;1;3;2;10;23;1;renf;25;23.16875;83;15;0;5;;;5.3;224;10;16;17.5;21;5;0;0;0;;2015;10;16;17.5;21;5;;;;exp;30.23375;0
C2J24;72;3;2;10;24;72;renf;0;25;78;23;0;0;100;5;3.6;224;5;12;16.5;19.5;18;16;14;3;2.2;vivant;5;12;16.5;19.5;18;16;14;3;exp;25.2;1
C2J25;1;3;2;10;25;1;renf;;;;;;;;;6.3;;;;;;;;;;;g;;;;;;;;;exp;;
C2J26;77;3;2;10;26;77;renf;15;50;88;11.5;0;0;95;15;3;168;14;28;34;40.5;43;49;49;51;6;vivant;14;28;34;40.5;43;49;49;51;exp;32.9;1
C2J27;48;3;2;10;27;48;renf;;;;;;;;;3.2;;;;;;;;;;;g;;;;;;;;;exp;;
C2J28;77;3;2;10;28;77;renf;15;41.5;40;8;0;0;70;10;4;135;22;28;29.5;44;42;44;36;32;10.6;vivant;22;28;29.5;44;42;44;36;32;exp;20.9;1
C2J29;75;3;2;10;29;75;renf;15;18;46;12;0;50;;;1.9;153;9;12;23.5;26;9;0;0;0;;2015;9;12;23.5;26;9;;;;exp;28.2;0
C2J3;71;3;2;10;3;71;renf;40;45;58;5.5;1;25;90;35;5.1;153;23;43;57.5;66.5;70;75;72;71;15.3;vivant;23;43;57.5;66.5;70;75;72;71;exp;34.7;1
C2J30;72;3;2;10;30;72;renf;50;35;78;35;0;25;90;15;4.4;168;27;29;29.5;8.5;25;26;28;5;7.2;vivant;27;29;29.5;8.5;25;26;28;5;exp;44.6;1
C2J31;11;3;2;10;31;11;renf;;;;;;;;;4.1;;;;;;;;;;;g;;;;;;;;;exp;;
C2J32;76;3;2;10;32;76;renf;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;exp;;
C2J33;11;3;2;10;33;11;renf;3;40;73;9;1;25;;;5.3;168;10;28;32;34.5;23;5;0;0;;2016;10;28;32;34.5;23;5;;;exp;30;0
C2J34;74;3;2;10;34;74;renf;;;;;;;;;1.7;;;;;;;;;;;g;;;;;;;;;exp;;
