Ind;fameff;bloc;PU;rg;n;fam;trait;oid4_09;oid5_10;oid5_11;oid4_12;gel_13;oid2_13;oid_16;oid_17;pgland;date_em;Hfin09;Hfin10;Hfin11;Hfin12;Hdeb14;Hdeb15;Hdeb16;Hdeb17;diam16;an_mort;H09v;H10v;H11v;H12v;H14v;H15v;H16v;H17v;exp;oid_moy;survie2017
A1H31;72;1;1;8;31;72;nat;20;28.125;73;9;0;50;100;0;5.3;168;14;33;40;39;25;18;22;3;1.8;vivant;14;33;40;39;25;18;22;3;exp;36.025;1
A1H32;27;1;1;8;32;27;nat;;;;;;;;;2.6;;;;;;;;;;;g;;;;;;;;;exp;;
A1H33;74;1;1;8;33;74;nat;;;;;;;;;2.4;135;4;0;0;0;0;0;0;0;;2010;4;;;;;;;;exp;;0
A1H36;75;1;1;8;36;75;nat;20;15;28;3;1;25;100;0;3.3;153;9.5;24;30;27;22;33;35;32;6.8;vivant;9.5;24;30;27;22;33;35;32;exp;18.2;1
A1H37;48;1;1;8;37;48;nat;0;;;;;;;;2.1;168;0;0;0;0;0;0;0;0;;2009;;;;;;;;;exp;;0
A1H38;72;1;1;8;38;72;nat;30;26.875;17;8;0;5;40;5;6;153;22;44;48;48;50;54;54;54;10.9;vivant;22;44;48;48;50;54;54;54;exp;17.375;1
A1H40;75;1;1;8;40;75;nat;30;18;31;42;1;50;70;;4.7;135;9;31;31;32;9;14;12;0;1.8;2017;9;31;31;32;9;14;12;;exp;34.2;0
A1H41;9;1;1;8;41;9;nat;;;;;;;;;1.6;;;;;;;;;;;g;;;;;;;;;exp;;
A1H42;73;1;1;8;42;73;nat;20;31.71875;33;31;0;5;95;70;6.7;135;16;54;60;64;91;135;145;159;19.1;vivant;16;54;60;64;91;135;145;159;exp;24.14375;1
A1H43;70;1;1;8;43;70;nat;;;;;;;;;2.4;;;;;;;;;;;g;;;;;;;;;exp;;
A1H47;1;1;1;8;47;1;nat;30;42.71875;8;6;0;5;80;5;7.8;135;15;39;47;44.5;46;19;13;17;2.5;vivant;15;39;47;44.5;46;19;13;17;exp;18.34375;1
A1H5;45;1;1;8;5;45;nat;;;;;;;;;3.5;;;;;;;;;;;g;;;;;;;;;exp;;
A1H6;48;1;1;8;6;48;nat;10;13.5;15;;1;50;;;4.5;186;9;20;25;26.5;0;0;0;0;;2014;9;20;25;26.5;;;;;exp;;0
A1H7;75;1;1;8;7;75;nat;10;3.75;11;3;0;50;;;2.7;153;6;9;13;13;0;0;0;0;;2014;6;9;13;13;;;;;exp;15.55;0
A1H8;51;1;1;8;8;51;nat;;;;;;;;;1.5;;;;;;;;;;;g;;;;;;;;;exp;;
A1H9;73;1;1;8;9;73;nat;;;;;;;;;3.1;;;;;;;;;;;g;;;;;;;;;exp;;
A1I11;1;1;1;9;11;1;nat;20;24.4;73;29;0;5;90;5;7.1;135;15;27;32;36;41;44;46;39;13.4;vivant;15;27;32;36;41;44;46;39;exp;30.28;1
A1I13;77;1;1;9;13;77;nat;;;;;;;;;1.6;;;;;;;;;;;g;;;;;;;;;exp;;
A1I14;76;1;1;9;14;76;nat;30;28.125;63;19;0;50;100;3;6.7;168;16.5;20;29;37;30;32;31;25;11.9;vivant;16.5;20;29;37;30;32;31;25;exp;38.025;1
A1I15;72;1;1;9;15;72;nat;20;20;31;6;1;50;100;5;4.1;135;13.5;22;33;36.5;9;24;27;17;6.6;vivant;13.5;22;33;36.5;9;24;27;17;exp;25.4;1
A1I16;9;1;1;9;16;9;nat;;;;;;;;;1.9;;;;;;;;;;;g;;;;;;;;;exp;;
A1I17;48;1;1;9;17;48;nat;;;;;;;;;4;;;;;;;;;;;g;;;;;;;;;exp;;
A1I18;71;1;1;9;18;71;nat;10;22.5;5;18;0;25;;;6.8;135;17;21;21;17.5;4;0;0;0;;2015;17;21;21;17.5;4;;;;exp;16.1;0
A1I19;9;1;1;9;19;9;nat;;;;;;;;;3;;;;;;;;;;;g;;;;;;;;;exp;;
A1I2;27;1;1;9;2;27;nat;20;22.5;37.5;0;0;25;20;;7.4;224;12;28;37;35.5;13;16;16;0;1.8;2017;12;28;37;35.5;13;16;16;;exp;21;0
A1I20;48;1;1;9;20;48;nat;;;;;;;;;1.1;;;;;;;;;;;g;;;;;;;;;exp;;
A1I21;76;1;1;9;21;76;nat;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;exp;;
A1I22;11;1;1;9;22;11;nat;40;0;80;80;0;;;;5;153;14.5;13;12;12.5;0;0;0;0;;2013;14.5;13;12;12.5;;;;;exp;;0
A1I23;72;1;1;9;23;72;nat;30;6.25;17;11;0;5;90;0;5.5;135;28.5;31;36;36;12;13;13;14;3.6;vivant;28.5;31;36;36;12;13;13;14;exp;13.85;1
A1I24;45;1;1;9;24;45;nat;10;9.375;39;3;1;50;100;;5.5;135;12;27;34;36;30;30;31;0;7.3;2017;12;27;34;36;30;30;31;;exp;22.275;0
A1I25;45;1;1;9;25;45;nat;40;13.125;80;72;1;50;;;6.3;153;18;22;20;21;5;3;0;0;;2016;18;22;20;21;5;3;;;exp;51.025;0
A1I26;9;1;1;9;26;9;nat;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;exp;;
A1I27;75;1;1;9;27;75;nat;10;11.25;20;16;1;50;;;3.3;135;13;17;30;34;0;0;0;0;;2014;13;17;30;34;;;;;exp;21.45;0
A1I28;75;1;1;9;28;75;nat;;;;;;;;;4.4;;;;;;;;;;;g;;;;;;;;;exp;;
A1I29;27;1;1;9;29;27;nat;10;3.75;24;0;1;50;100;;4.9;153;15;17;22;23;17;18;20;0;5.6;2017;15;17;22;23;17;18;20;;exp;17.55;0
A1I3;76;1;1;9;3;76;nat;50;10;95;18;0;50;;;6.4;224;12;21;25;24;7;14;5;0;0.5;2017;12;21;25;24;7;14;5;;exp;44.6;0
A1I30;73;1;1;9;30;73;nat;0;15;25;11;0;25;100;15;5.8;135;18;26;33;34;23;45;38;36;6.4;vivant;18;26;33;34;23;45;38;36;exp;15.2;1
A1I31;76;1;1;9;31;76;nat;;;;;;;;;2;;;;;;;;;;;g;;;;;;;;;exp;;
A1I32;9;1;1;9;32;9;nat;;;;;;;;;1.3;;;;;;;;;;;g;;;;;;;;;exp;;
A1I33;45;1;1;9;33;45;nat;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;exp;;
A1I36;73;1;1;9;36;73;nat;10;42.4;27;19;1;50;100;25;7.3;135;14.5;40;53;55;55;55;58;54;10;vivant;14.5;40;53;55;55;55;58;54;exp;29.68;1
A1I37;27;1;1;9;37;27;nat;;;;;;;;;4;;;;;;;;;;;g;;;;;;;;;exp;;
A1I39;51;1;1;9;39;51;nat;;;;;;;;;4.6;;;;;;;;;;;g;;;;;;;;;exp;;
A1I4;1;1;1;9;4;1;nat;0;22.5;48;18;0;5;100;10;4.9;135;11;23;34;31;35;39;38;32;8.3;vivant;11;23;34;31;35;39;38;32;exp;18.7;1
A1I40;51;1;1;9;40;51;nat;;;;;;;;;3.3;;;;;;;;;;;g;;;;;;;;;exp;;
A1I41;73;1;1;9;41;73;nat;10;24.75;12;16;1;25;90;20;5.9;135;15;46;54;63;72;81;84;5;12.2;vivant;15;46;54;63;72;81;84;5;exp;17.55;1
A1I42;51;1;1;9;42;51;nat;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;exp;;
A1I43;27;1;1;9;43;27;nat;;;;;;;;;2;;;;;;;;;;;g;;;;;;;;;exp;;
A1I44;71;1;1;9;44;71;nat;30;32.275;39;8;0;5;100;40;7.4;135;18.5;47;70;71;73;81;82;81;11.2;vivant;18.5;47;70;71;73;81;82;81;exp;22.855;1
A1I45;76;1;1;9;45;76;nat;5;12.5;63;0;0;25;90;15;5.6;224;5.5;15;22;24.5;14;9;13;10;1.2;vivant;5.5;15;22;24.5;14;9;13;10;exp;21.1;1
A1I47;75;1;1;9;47;75;nat;0;0;;;0;;;;2.3;168;9;12;12;12;0;0;0;0;;2013;9;12;12;12;;;;;exp;;0
A1I5;9;1;1;9;5;9;nat;;;;;;;;;3.1;;;;;;;;;;;g;;;;;;;;;exp;;
A1I6;1;1;1;9;6;1;nat;;;;;;;;;5.2;;;;;;;;;;;g;;;;;;;;;exp;;
A1I7;72;1;1;9;7;72;nat;10;32.5;32;27;0;25;;;4.2;168;13;27;27;29;19;0;0;0;;2015;13;27;27;29;19;;;;exp;25.3;0
A1I8;72;1;1;9;8;72;nat;;;;;;;;;3;;;;;;;;;;;g;;;;;;;;;exp;;
A1I9;1;1;1;9;9;1;nat;20;51.5;50;6;1;25;90;10;7.1;168;14;35;49;52;58;63;68;60;17.2;vivant;14;35;49;52;58;63;68;60;exp;30.5;1
A1J10;45;1;1;10;10;45;nat;;;;;;;;;5.1;;;;;;;;;;;g;;;;;;;;;exp;;
A1J11;48;1;1;10;11;48;nat;;;;;;;;;0.5;;;;;;;;;;;g;;;;;;;;;exp;;
A1J12;48;1;1;10;12;48;nat;;;;;;;;;2.9;;;;;;;;;;;g;;;;;;;;;exp;;
A1J13;48;1;1;10;13;48;nat;;;;;;;;;1.3;;;;;;;;;;;g;;;;;;;;;exp;;
A1J15;48;1;1;10;15;48;nat;0;20;30;27;1;50;90;0;5;135;16.5;24;23;28;28;29;26;29;8.8;vivant;16.5;24;23;28;28;29;26;29;exp;25.4;1
A1J16;51;1;1;10;16;51;nat;;;;;;;;;1.9;;;;;;;;;;;g;;;;;;;;;exp;;
A1J17;72;1;1;10;17;72;nat;0;31.6;16.5;11;0;50;;;5.1;135;17;31;32;35;0;0;0;0;;2014;17;31;32;35;;;;;exp;21.82;0
A1J19;75;1;1;10;19;75;nat;20;24.375;21;9;1;50;;;3.7;135;15;29;31;32.5;0;0;0;0;;2014;15;29;31;32.5;;;;;exp;24.875;0
A1J2;73;1;1;10;2;73;nat;0;12.5;38;35;0;25;95;50;3.9;135;11;36;63;85;100;113;130;136;13.9;vivant;11;36;63;85;100;113;130;136;exp;22.1;1
A1J22;73;1;1;10;22;73;nat;;;;;;;;;2.9;;;;;;;;;;;g;;;;;;;;;exp;;
A1J23;45;1;1;10;23;45;nat;20;8.75;60;47;0;25;50;0;3.6;153;16;20;19;20;23;17;23;18;6.2;vivant;16;20;19;20;23;17;23;18;exp;32.15;1
A1J24;1;1;1;10;24;1;nat;;;;;;;;;5.8;;;;;;;;;;;g;;;;;;;;;exp;;
A1J25;71;1;1;10;25;71;nat;30;23.4375;31;72;0;50;;;7.3;153;21;25;26;25;0;0;0;0;;2014;21;25;26;25;;;;;exp;41.2875;0
A1J26;27;1;1;10;26;27;nat;40;9;0;3;1;50;;;5.7;153;21.5;30;30;29;0;0;0;0;;2014;21.5;30;30;29;;;;;exp;20.4;0
A1J27;76;1;1;10;27;76;nat;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;exp;;
A1J28;77;1;1;10;28;77;nat;;;;;;;;;1.5;;;;;;;;;;;g;;;;;;;;;exp;;
A1J29;72;1;1;10;29;72;nat;30;31.9375;37;22;0;50;90;15;4.9;168;18;41;46;45;46;47;52;48;7.4;vivant;18;41;46;45;46;47;52;48;exp;34.1875;1
A1J3;45;1;1;10;3;45;nat;40;38;60;49;1;50;;;5.7;153;19;43;63;63;9;13;0;0;;2016;19;43;63;63;9;13;;;exp;47.4;0
A1J30;77;1;1;10;30;77;nat;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;exp;;
A1J31;1;1;1;10;31;1;nat;10;24.95;50;16;0;5;95;10;6.4;135;18;36;36;34;47;55;54;55;10.4;vivant;18;36;36;34;47;55;54;55;exp;21.19;1
A1J33;74;1;1;10;33;74;nat;;;;;;;;;5.3;;;;;;;;;;;g;;;;;;;;;exp;;
A1J34;9;1;1;10;34;9;nat;20;21.025;20;8;1;50;;;2.5;135;10;21;24;24;21;0;0;0;;2015;10;21;24;24;21;;;;exp;23.805;0
A1J35;71;1;1;10;35;71;nat;;;;;;;;;5;;;;;;;;;;;g;;;;;;;;;exp;;
A1J36;1;1;1;10;36;1;nat;20;30.3;38;6;1;25;80;15;4.8;135;14;27;34;38;39;41;43;40;9.4;vivant;14;27;34;38;39;41;43;40;exp;23.86;1
A1J37;27;1;1;10;37;27;nat;30;25.9;49.5;65;1;50;;;4.9;135;18;21;28;28.5;7;3;0;0;;2016;18;21;28;28.5;7;3;;;exp;44.08;0
A1J38;74;1;1;10;38;74;nat;0;20;27.5;6;1;50;;;3.1;168;6;11;13;14.5;0;0;0;0;;2014;6;11;13;14.5;;;;;exp;20.7;0
A1J39;72;1;1;10;39;72;nat;20;18.6125;78;72;0;25;;;4.6;186;17;23;22;21;0;0;0;0;;2014;17;23;22;21;;;;;exp;42.7225;0
A1J40;71;1;1;10;40;71;nat;40;40.375;13.5;6;1;25;90;30;9.6;135;21;49;64;65;68;19;21;20;2.8;vivant;21;49;64;65;68;19;21;20;exp;24.975;1
A1J41;70;1;1;10;41;70;nat;;;;;;;;;3.3;;;;;;;;;;;g;;;;;;;;;exp;;
A1J42;76;1;1;10;42;76;nat;5;21.921875;53;;;;;;3.4;135;6;13;13;0;0;0;0;0;;2012;6;13;13;;;;;;exp;;0
A1J43;72;1;1;10;43;72;nat;30;30.25;63;28;0;25;60;;4.4;135;16;21;25;23;11;10;2;0;0.6;2017;16;21;25;23;11;10;2;;exp;35.25;0
A1J44;75;1;1;10;44;75;nat;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;exp;;
A1J45;74;1;1;10;45;74;nat;;;;;;;;;3.9;;;;;;;;;;;g;;;;;;;;;exp;;
A1J46;70;1;1;10;46;70;nat;30;27;44;17;0;25;85;65;5.7;135;16;32;50;54;52;59;62;58;15.3;vivant;16;32;50;54;52;59;62;58;exp;28.6;1
A1J47;70;1;1;10;47;70;nat;;;;;;;;;5.9;;;;;;;;;;;g;;;;;;;;;exp;;
A1J5;72;1;1;10;5;72;nat;10;26.475;70;16;0;5;70;12;4.3;168;10;22;46;52;49;48;47;46;9.6;vivant;10;22;46;52;49;48;47;46;exp;25.495;1
A1J6;71;1;1;10;6;71;nat;;;;;;;;;6.4;;;;;;;;;;;g;;;;;;;;;exp;;
A1J7;73;1;1;10;7;73;nat;20;18;63;22;1;25;;2;5.2;153;13;25;32;34;12;18;14;6;1.4;vivant;13;25;32;34;12;18;14;6;exp;29.6;1
A1J8;75;1;1;10;8;75;nat;;;;;;;;;2.1;;;;;;;;;;;g;;;;;;;;;exp;;
A1J9;48;1;1;10;9;48;nat;;;;;;;;;5.2;;;;;;;;;;;g;;;;;;;;;exp;;
A1K11;1;1;1;11;11;1;nat;5;33.4;45;3;0;25;90;12;5.3;168;18;34;46;46;51;54;52;50;16.7;vivant;18;34;46;46;51;54;52;50;exp;22.28;1
A1K12;70;1;1;11;12;70;nat;5;18.3;20;24;0;25;20;;4.5;153;11.5;13;16;16;6;11;7;0;1.7;2017;11.5;13;16;16;6;11;7;;exp;18.46;0
A1K13;70;1;1;11;13;70;nat;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;exp;;
A1K14;71;1;1;11;14;71;nat;;;;;;;;;4.3;;;;;;;;;;;g;;;;;;;;;exp;;
A1K15;75;1;1;11;15;75;nat;5;33.75;37;9;1;50;20;;2.5;186;6;30;33;34;35;6;7;0;0.9;2017;6;30;33;34;35;6;7;;exp;26.95;0
A1K16;76;1;1;11;16;76;nat;;;;;;;;;5.8;;;;;;;;;;;g;;;;;;;;;exp;;
A1K17;77;1;1;11;17;77;nat;30;32.5;63;16;0;5;60;8;3.3;135;14;37;37;32;23;22;22;21;2;vivant;14;37;37;32;23;22;22;21;exp;29.3;1
A1K18;45;1;1;11;18;45;nat;30;21.5625;15;14;0;25;;;5.8;186;19;27;31;32;34;38;34;0;8.5;2017;19;27;31;32;34;38;34;;exp;21.1125;0
A1K19;70;1;1;11;19;70;nat;20;14;43;12;0;25;70;0;3.6;153;8;18;24;23.5;15;16;21;5;2.5;vivant;8;18;24;23.5;15;16;21;5;exp;22.8;1
A1K20;71;1;1;11;20;72;nat;10;26.85;33;16;1;50;;;7.5;168;14;30;40;43.5;0;0;0;0;;2014;14;30;40;43.5;;;;;exp;27.17;0
A1K22;71;1;1;11;22;71;nat;50;52.5;16;15;0;25;;;8.7;135;30;31;33;31;0;0;0;0;;2014;30;31;33;31;;;;;exp;31.7;0
A1K23;11;1;1;11;23;11;nat;30;20.675;16.5;78;1;50;;;4.3;153;11;15;18;18;0;0;0;0;;2014;11;15;18;18;;;;;exp;39.035;0
A1K25;76;1;1;11;25;76;nat;10;11.25;70;56;0;25;100;;4.4;168;6;11;12;11;9;8;14;0;1.9;2017;6;11;12;11;9;8;14;;exp;34.45;0
A1K27;75;1;1;11;27;75;nat;20;15.0625;39;36;0;25;;;3.4;135;9.5;32;33;33.5;22;27;35;0;4.5;2017;9.5;32;33;33.5;22;27;35;;exp;27.0125;0
A1K28;27;1;1;11;28;27;nat;;;;;;;;;3.8;;;;;;;;;;;g;;;;;;;;;exp;;
A1K29;77;1;1;11;29;77;nat;20;32.275;50;88;0;50;90;20;5.1;135;15;46;54;53;37;38;43;47;9;vivant;15;46;54;53;37;38;43;47;exp;48.055;1
A1K30;77;1;1;11;30;77;nat;30;22.5;15;31;0;25;100;;4.6;135;14.5;30;31;32;33;22;35;0;7.4;2017;14.5;30;31;32;33;22;35;;exp;24.7;0
A1K32;77;1;1;11;32;77;nat;40;29.9375;14;16;1;50;100;15;5.6;135;18;32;32;32;16;21;21;7;2.1;vivant;18;32;32;32;16;21;21;7;exp;29.9875;1
A1K33;75;1;1;11;33;75;nat;5;30.9375;29;0;1;50;60;;3.9;135;20.5;46;59;57;53;59;60;0;9.3;2017;20.5;46;59;57;53;59;60;;exp;22.9875;0
A1K38;11;1;1;11;38;11;nat;;;;;;;;;4.1;;;;;;;;;;;g;;;;;;;;;exp;;
A1K4;74;1;1;11;4;74;nat;20;22.1;31.5;24;0;50;;;5.9;168;16;29;40;42;0;0;0;0;;2014;16;29;40;42;;;;;exp;29.52;0
A1K40;1;1;1;11;40;1;nat;10;24.95;12;0;0;5;60;15;5.4;153;19.5;36;39;40;48;54;49;45;10.2;vivant;19.5;36;39;40;48;54;49;45;exp;10.39;1
A1K41;77;1;1;11;41;77;nat;;;;;;;;;1.6;;;;;;;;;;;g;;;;;;;;;exp;;
A1K42;76;1;1;11;42;76;nat;;;;;;;;;3.7;;;;;;;;;;;g;;;;;;;;;exp;;
A1K43;11;1;1;11;43;11;nat;;;;;;;;;2.3;;;;;;;;;;;g;;;;;;;;;exp;;
A1K44;11;1;1;11;44;11;nat;;;;;;;;;3.6;;;;;;;;;;;g;;;;;;;;;exp;;
A1K45;48;1;1;11;45;48;nat;;;;;;;;;4.7;;;;;;;;;;;g;;;;;;;;;exp;;
A1K46;70;1;1;11;46;70;nat;5;20;35;0;0;5;;;5.3;224;10;17;23;20.5;0;0;0;0;;2014;10;17;23;20.5;;;;;exp;13;0
A1K47;9;1;1;11;47;9;nat;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;exp;;
A1K5;51;1;1;11;5;51;nat;;;;;;;;;2.3;;;;;;;;;;;g;;;;;;;;;exp;;
A1K6;27;1;1;11;6;27;nat;;;;;;;;;3.2;;;;;;;;;;;g;;;;;;;;;exp;;
A1K7;72;1;1;11;7;72;nat;;;;;;;;;3.7;;;;;;;;;;;g;;;;;;;;;exp;;
A1K8;9;1;1;11;8;9;nat;40;24.2375;27.5;35;0;25;;;4.2;135;17;33;43;40.5;15;13;13;0;2;2017;17;33;43;40.5;15;13;13;;exp;30.3475;0
A1K9;75;1;1;11;9;75;nat;40;15;45;9;0;25;100;;3;153;17;40;54;49;52;64;64;0;8.8;2017;17;40;54;49;52;64;64;;exp;26.8;0
A2B10;74;1;2;2;10;74;lim;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;low;;
A2B11;27;1;2;2;11;27;lim;;;;;;;;;1.9;;;;;;;;;;;g;;;;;;;;;low;;
A2B12;1;1;2;2;12;1;lim;10;12;0;0;0;5;0;3;5.7;153;16;24;20;20;15;18;6;17;1.1;vivant;16;24;20;20;15;18;6;17;low;5.4;1
A2B13;77;1;2;2;13;77;lim;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;low;;
A2B14;75;1;2;2;14;75;lim;0;15;11;13.75;1;5;;;2.9;135;8;11;11;10;0;0;0;0;;2014;8;11;11;10;;;;;low;8.95;0
A2B15;1;1;2;2;15;1;lim;;;;;;;;;5.6;;;;;;;;;;;g;;;;;;;;;low;;
A2B16;1;1;2;2;16;1;lim;10;26.25;11;2.4;1;5;15;3;4.9;135;17;27;32;34;39;36;35;39;7.6;vivant;17;27;32;34;39;36;35;39;low;10.93;1
A2B17;11;1;2;2;17;11;lim;;;;;;;;;4.3;;;;;;;;;;;g;;;;;;;;;low;;
A2B18;77;1;2;2;18;77;lim;10;19;4.5;3;0;5;15;15;4.6;135;24;37;48;50;56;57;62;57;7.9;vivant;24;37;48;50;56;57;62;57;low;8.3;1
A2B19;72;1;2;2;19;72;lim;5;5;0;0;0;5;5;10;4.9;153;15;36;55;55;53;57;61;59;7.8;vivant;15;36;55;55;53;57;61;59;low;3;1
A2B2;75;1;2;2;2;75;lim;0;28.9;3;0;0;25;;;2.6;135;15;22;25;23;0;0;0;0;;2014;15;22;25;23;;;;;low;11.38;0
A2B20;72;1;2;2;20;72;lim;10;28.75;0;1.5;1;25;10;25;5.1;135;18;38;42;43;20;25;47;58;6.9;vivant;18;38;42;43;20;25;47;58;low;13.05;1
A2B21;73;1;2;2;21;73;lim;10;26.25;4.5;0;1;25;30;20;4.6;135;15;50;64;70;72;78;90;100;11.7;vivant;15;50;64;70;72;78;90;100;low;13.15;1
A2B22;9;1;2;2;22;9;lim;20;24;4.5;1.5;1;5;5;10;3.5;153;22.5;25;44;45;41;42;52;59;3.4;vivant;22.5;25;44;45;41;42;52;59;low;11;1
A2B23;77;1;2;2;23;77;lim;0;33.25;12;0;0;0;0;4;4.9;135;6;29;37;47;50;52;50;63;5.4;vivant;6;29;37;47;50;52;50;63;low;9.05;1
A2B24;48;1;2;2;24;48;lim;30;21;11;0.9;0;5;5;2;4.1;186;9;22;31;33;35;34;35;30;4;vivant;9;22;31;33;35;34;35;30;low;13.58;1
A2B26;72;1;2;2;26;72;lim;0;24.75;16;0;0;25;;;5;224;9;26;37;36;35;36;32;0;2.5;2017;9;26;37;36;35;36;32;;low;13.15;0
A2B27;27;1;2;2;27;27;lim;30;36;3;0;1;25;10;20;9.2;135;21.5;42;53;57.5;54;56;60;59;10.8;vivant;21.5;42;53;57.5;54;56;60;59;low;18.8;1
A2B28;48;1;2;2;28;48;lim;5;26.25;4;0.6;1;25;0;2;7;135;17;33;37;37;26;22;38;41;2.1;vivant;17;33;37;37;26;22;38;41;low;12.17;1
A2B29;27;1;2;2;29;27;lim;;;;;;;;;3.5;;;;;;;;;;;g;;;;;;;;;low;;
A2B3;70;1;2;2;3;70;lim;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;low;;
A2B30;48;1;2;2;30;48;lim;0;18;0;0;1;5;0;15;3.9;135;16.5;25;43;47;50;54;52;57;8.5;vivant;16.5;25;43;47;50;54;52;57;low;4.6;1
A2B31;70;1;2;2;31;70;lim;10;27.8;4.5;0.3;1;25;0;15;7.3;153;22.5;32;51;55.5;57;64;68;99;16.4;vivant;22.5;32;51;55.5;57;64;68;99;low;13.52;1
A2B32;48;1;2;2;32;48;lim;;;;;;;;;3.7;;;;;;;;;;;g;;;;;;;;;low;;
A2B33;1;1;2;2;33;1;lim;10;18;7;0;0;5;0;2;5.8;135;11;28;35;40;45;50;55;66;10;vivant;11;28;35;40;45;50;55;66;low;8;1
A2B34;71;1;2;2;34;71;lim;;;;;;;;;4.6;;;;;;;;;;;g;;;;;;;;;low;;
A2B35;1;1;2;2;35;1;lim;0;;;;;;;;5.8;168;8.5;0;0;0;0;0;0;0;;2010;8.5;;;;;;;;low;;0
A2B36;51;1;2;2;36;51;lim;;;;;;;;;3.2;;;;;;;;;;;g;;;;;;;;;low;;
A2B37;11;1;2;2;37;11;lim;30;10.5;19;0;1;25;20;25;4.5;135;14;22;34;51;51;52;48;49;8.9;vivant;14;22;34;51;51;52;48;49;low;16.9;1
A2B38;74;1;2;2;38;74;lim;20;21;19;0.6;1;25;15;35;5.4;135;18;42;66;72;82;81;84;85;13;vivant;18;42;66;72;82;81;84;85;low;17.12;1
A2B4;72;1;2;2;4;72;lim;10;14;3;0;0;0;5;10;4.4;135;17.5;55;72;89;91;91;93;92;17.2;vivant;17.5;55;72;89;91;91;93;92;low;5.4;1
A2B5;71;1;2;2;5;71;lim;10;15;6;0;0;0;10;0;7.7;153;15;30;35;35;8;7;9;7;2;vivant;15;30;35;35;8;7;9;7;low;6.2;1
A2B6;73;1;2;2;6;73;lim;20;21.25;14;4;1;25;5;15;4.6;135;17;41;61;64;66;55;62;42;7.8;vivant;17;41;61;64;66;55;62;42;low;16.85;1
A2B7;11;1;2;2;7;11;lim;;;;;;;;;4.4;;;;;;;;;;;g;;;;;;;;;low;;
A2B8;9;1;2;2;8;9;lim;;;;;;;;;1.6;;;;;;;;;;;g;;;;;;;;;low;;
A2B9;45;1;2;2;9;45;lim;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;low;;
A2C10;51;1;2;3;10;51;lim;;;;;;;;;1;;;;;;;;;;;g;;;;;;;;;low;;
A2C11;77;1;2;3;11;77;lim;;;;;;;;;1.6;;;;;;;;;;;g;;;;;;;;;low;;
A2C12;1;1;2;3;12;1;lim;5;25.5;3;0.3;1;5;5;15;6.1;135;19;35;47;47;59;71;78;80;8.9;vivant;19;35;47;47;59;71;78;80;low;7.76;1
A2C13;75;1;2;3;13;75;lim;5;40.5;3;2.75;1;25;5;25;2.9;153;16;37;38;40;16;22;31;35;3.4;vivant;16;37;38;40;16;22;31;35;low;15.25;1
A2C14;76;1;2;3;14;76;lim;20;24.175;3;1.5;0;0;10;18;5.5;135;11.5;25;43;47;51;50;48;72;10;vivant;11.5;25;43;47;51;50;48;72;low;9.735;1
A2C15;45;1;2;3;15;45;lim;0;12.8375;0;0;0;5;0;0;4.7;153;13;31;34;37;15;8;15;19;2.4;vivant;13;31;34;37;15;8;15;19;low;3.5675;1
A2C16;76;1;2;3;16;76;lim;;;;;;;;;3.3;;;;;;;;;;;g;;;;;;;;;low;;
A2C17;1;1;2;3;17;1;lim;5;20.2;0;11;1;5;0;3;6.1;135;12;15;28;29;32;34;35;41;6.9;vivant;12;15;28;29;32;34;35;41;low;8.24;1
A2C18;76;1;2;3;18;76;lim;20;19.5;4.5;1.5;0;25;0;2;4.6;135;12.5;23;25;26;15;21;16;26;1.6;vivant;12.5;23;25;26;15;21;16;26;low;14.1;1
A2C19;27;1;2;3;19;27;lim;5;10;12;0;1;25;10;4;7;135;15;21;39;42;27;31;30;19;8.9;vivant;15;21;39;42;27;31;30;19;low;10.4;1
A2C20;48;1;2;3;20;48;lim;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;low;;
A2C21;76;1;2;3;21;76;lim;;;;;;;;;5.8;;;;;;;;;;;g;;;;;;;;;low;;
A2C22;72;1;2;3;22;72;lim;10;26;1.5;1.5;1;25;15;3;5.7;135;18;28;36;39;38;39;44;50;6;vivant;18;28;36;39;38;39;44;50;low;12.8;1
A2C23;48;1;2;3;23;48;lim;20;12.75;3;3;1;5;0;1;4.2;135;20;34;39;43;41;13;9;24;2.8;vivant;20;34;39;43;41;13;9;24;low;8.75;1
A2C25;27;1;2;3;25;27;lim;30;20;3;1.5;1;25;0;5;6.5;135;24;40;50;55;54;21;24;53;7;vivant;24;40;50;55;54;21;24;53;low;15.9;1
